customer_id,age,gender,country,tenure_months,monthly_charges,total_charges,contract_type,payment_method,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,num_service_calls,days_since_last_interaction,churn
CUST_002206,52,Male,France,1,103.08,69.39,Month-to-month,Electronic check,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,0,61,Yes
CUST_002207,67,Male,UK,11,57.17,691.98,Month-to-month,Credit card,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,3,36,Yes
CUST_002208,50,Female,Germany,5,51.44,332.06,Month-to-month,Mailed check,Yes,No,DSL,Yes,Yes,No,No,No,No,1,1,Yes
CUST_002209,40,Other,Canada,5,101.79,545.03,One year,Electronic check,Yes,Yes,DSL,No internet service,No,Yes,No,No,No internet service,2,31,Yes
CUST_002210,44,Other,UK,14,50.58,812.97,Two year,Credit card,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,0,19,No
CUST_002211,26,Male,USA,33,70.32,2085.85,One year,Electronic check,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,1,4,Yes
CUST_002212,54,Other,USA,27,50.76,1373.17,Two year,Bank transfer,No,No,DSL,No,Yes,Yes,No internet service,No,No,1,19,No
CUST_002213,58,Female,USA,17,88.1,1528.53,Month-to-month,Bank transfer,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,3,76,Yes
CUST_002214,38,Female,France,15,97.42,1313.21,Two year,Credit card,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,2,62,Yes
CUST_002215,37,Other,USA,11,48.14,551.58,Two year,Credit card,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,0,2,No
CUST_002216,48,Male,USA,72,78.66,5754.91,One year,Bank transfer,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,1,17,Yes
CUST_002217,38,Other,USA,16,80.98,1273.28,Two year,Electronic check,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,2,21,Yes
CUST_002218,44,Female,Germany,5,68.16,406.43,One year,Mailed check,Yes,Yes,DSL,No,No,No,No,No,No internet service,1,35,Yes
CUST_002219,76,Male,USA,5,103.14,617.97,Month-to-month,Credit card,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,2,43,Yes
CUST_002220,41,Other,Germany,18,102.95,1987.36,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,No,No,Yes,No,1,52,Yes
CUST_002221,39,Male,USA,14,43.68,727.79,One year,Credit card,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,0,27,No
CUST_002222,35,Male,USA,1,95.22,231.78,Two year,Electronic check,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,1,64,Yes
CUST_002223,56,Female,UK,35,77.67,2668.33,Month-to-month,Electronic check,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,1,24,Yes
CUST_002224,42,Male,USA,24,71.1,1667.39,One year,Electronic check,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,0,0,Yes
CUST_002225,35,Other,USA,21,59.2,995.75,Two year,Electronic check,Yes,No,DSL,Yes,No,No,No,No,No,2,18,No
CUST_002226,64,Male,USA,1,27.94,0.0,Month-to-month,Credit card,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,2,5,Yes
CUST_002227,66,Male,Canada,8,72.08,698.45,Month-to-month,Credit card,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,0,25,Yes
CUST_002228,35,Other,Germany,54,72.7,3865.14,Month-to-month,Mailed check,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,1,34,Yes
CUST_002229,18,Female,USA,39,114.87,4519.62,Month-to-month,Bank transfer,Yes,No,DSL,No,Yes,No,No,No,Yes,1,34,Yes
CUST_002230,60,Female,USA,6,48.15,312.95,Month-to-month,Bank transfer,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,1,20,Yes
CUST_002231,34,Other,Australia,3,24.82,198.52,Month-to-month,Credit card,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,1,37,Yes
CUST_002232,56,Other,Germany,11,35.52,188.69,Month-to-month,Credit card,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,0,3,Yes
CUST_002233,18,Female,UK,8,104.78,873.51,One year,Electronic check,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,4,88,Yes
CUST_002234,58,Male,France,22,53.81,1217.35,One year,Mailed check,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No,1,55,Yes
CUST_002235,26,Other,France,67,99.1,6553.63,One year,Bank transfer,Yes,No,No,Yes,No,Yes,No,Yes,Yes,3,57,Yes
CUST_002236,55,Male,France,9,65.16,682.43,Month-to-month,Credit card,No,Yes,No,No internet service,No internet service,Yes,No,Yes,No,1,1,Yes
CUST_002237,45,Other,UK,1,40.63,0.0,Two year,Bank transfer,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,3,7,Yes
CUST_002238,30,Female,UK,45,115.03,5282.94,Two year,Credit card,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,2,3,Yes
CUST_002239,38,Male,USA,1,97.94,0.0,Two year,Credit card,Yes,No,No,No,No,No,No internet service,No internet service,No,0,60,Yes
CUST_002240,55,Male,Canada,61,60.51,3600.74,Month-to-month,Bank transfer,Yes,No,DSL,No,No,Yes,No,No,No,0,41,Yes
CUST_002241,46,Other,Germany,21,89.92,1874.33,Two year,Credit card,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No,3,3,Yes
CUST_002242,53,Male,USA,56,68.08,3834.05,Two year,Mailed check,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,0,15,No
CUST_002243,74,Other,Canada,4,75.94,116.95,Month-to-month,Mailed check,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No internet service,1,21,Yes
CUST_002244,21,Female,Canada,1,109.06,213.35,Month-to-month,Credit card,Yes,No,DSL,Yes,No,No,No,Yes,Yes,1,37,Yes
CUST_002245,69,Male,Australia,13,27.01,426.47,One year,Electronic check,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No,2,10,Yes
CUST_002246,46,Other,Canada,11,56.03,806.71,Month-to-month,Electronic check,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,3,10,Yes
CUST_002247,31,Male,Australia,8,65.73,596.05,Month-to-month,Bank transfer,Yes,No phone service,No,Yes,No,No,No,Yes,No,3,22,Yes
CUST_002248,25,Other,USA,63,73.36,4548.19,Month-to-month,Mailed check,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,4,22,Yes
CUST_002249,42,Other,France,34,33.78,1041.49,One year,Credit card,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,3,3,No
CUST_002250,58,Other,France,21,87.92,1804.33,Two year,Credit card,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,0,37,No
CUST_002251,43,Female,USA,3,36.15,326.53,One year,Mailed check,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,3,5,Yes
CUST_002252,67,Male,USA,26,33.75,882.39,One year,Bank transfer,Yes,Yes,No,No,No,Yes,Yes,No,No,1,56,Yes
CUST_002253,23,Female,Australia,25,58.73,1477.28,Month-to-month,Bank transfer,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,2,44,Yes
CUST_002254,44,Other,USA,11,112.39,1374.21,One year,Mailed check,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,0,118,Yes
CUST_002255,26,Other,Canada,51,118.75,5939.8,Month-to-month,Electronic check,Yes,Yes,No,No,No,No,No,No,No,4,5,Yes
CUST_002256,50,Female,USA,3,77.21,285.54,Two year,Bank transfer,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,4,86,Yes
CUST_002257,58,Female,USA,6,59.05,405.9,Month-to-month,Bank transfer,Yes,No,DSL,Yes,No,No,No,Yes,No,1,39,Yes
CUST_002258,38,Male,UK,1,68.91,164.64,Month-to-month,Electronic check,No,No,Fiber optic,No,No,No internet service,No,Yes,No,1,63,Yes
CUST_002259,18,Other,USA,31,73.37,2359.78,Month-to-month,Credit card,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,0,1,Yes
CUST_002260,47,Female,Germany,19,101.66,1925.67,Two year,Bank transfer,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,11,Yes
CUST_002261,51,Other,Germany,7,34.55,103.51,Two year,Electronic check,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,3,0,Yes
CUST_002262,51,Other,USA,3,94.86,228.1,Month-to-month,Bank transfer,Yes,No,Fiber optic,No,No,No,No,No,Yes,4,6,Yes
CUST_002263,63,Male,USA,1,29.33,113.54,Month-to-month,Electronic check,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,1,64,Yes
CUST_002264,28,Male,USA,3,52.98,344.37,One year,Electronic check,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,1,15,Yes
CUST_002265,55,Male,USA,12,64.94,656.94,Two year,Credit card,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,1,33,No
CUST_002266,62,Female,France,5,75.28,247.52,Month-to-month,Credit card,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,3,19,Yes
CUST_002267,18,Other,UK,5,64.91,167.16,Month-to-month,Electronic check,Yes,No,DSL,No,No,Yes,Yes,No,No,2,19,Yes
CUST_002268,49,Female,USA,41,69.38,2767.74,Month-to-month,Credit card,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,5,31,Yes
CUST_002269,37,Female,UK,14,66.01,1018.91,One year,Electronic check,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,0,17,Yes
CUST_002270,43,Male,USA,26,26.98,833.13,Month-to-month,Electronic check,Yes,No,No,No,No,No internet service,No,Yes,Yes,1,0,Yes
CUST_002271,50,Other,USA,1,79.38,0.0,Month-to-month,Electronic check,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No,7,48,Yes
CUST_002272,37,Other,USA,9,85.28,647.03,Month-to-month,Electronic check,No,Yes,DSL,No,No,No internet service,Yes,No,Yes,0,9,Yes
CUST_002273,34,Male,Canada,13,98.57,1142.14,One year,Mailed check,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,0,33,Yes
CUST_002274,45,Other,Canada,4,111.18,357.94,Two year,Credit card,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,1,32,Yes
CUST_002275,28,Male,France,2,75.27,128.31,Two year,Electronic check,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,1,4,Yes
CUST_002276,28,Female,USA,40,100.29,3971.77,One year,Mailed check,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0,5,Yes
CUST_002277,55,Female,USA,56,65.45,3716.72,Two year,Bank transfer,Yes,No,Fiber optic,No,No,Yes,No,No,No,4,17,Yes
CUST_002278,27,Male,UK,1,28.74,0.0,Month-to-month,Electronic check,Yes,No,DSL,Yes,Yes,No,No,No,Yes,2,12,Yes
CUST_002279,54,Female,France,8,89.03,660.17,One year,Bank transfer,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,2,9,Yes
CUST_002280,51,Female,Australia,63,83.49,5396.39,Month-to-month,Mailed check,Yes,Yes,No,No,No,No,No,No internet service,No,1,11,Yes
CUST_002281,19,Male,USA,1,65.02,205.47,One year,Electronic check,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,4,8,Yes
CUST_002282,34,Female,USA,20,63.44,1435.33,Two year,Bank transfer,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,0,3,No
CUST_002283,62,Other,Germany,71,76.95,5502.77,Two year,Electronic check,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,Yes,3,2,Yes
CUST_002284,30,Female,France,72,56.56,4006.87,Month-to-month,Electronic check,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,0,63,Yes
CUST_002285,38,Male,France,12,76.06,930.16,Two year,Mailed check,No,No,Fiber optic,No internet service,No,No,Yes,No,No,2,50,Yes
CUST_002286,51,Other,Germany,3,41.95,378.61,Two year,Mailed check,Yes,No,DSL,No,Yes,No,No,No,Yes,0,20,Yes
CUST_002287,56,Other,Australia,4,44.75,125.96,Month-to-month,Bank transfer,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,1,11,Yes
CUST_002288,41,Female,UK,44,31.99,1590.64,Two year,Mailed check,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,1,34,No
CUST_002289,36,Other,Canada,48,118.75,5456.32,Month-to-month,Bank transfer,Yes,No phone service,Fiber optic,No,No,No,No,No,No,0,3,Yes
CUST_002290,66,Male,Australia,18,66.83,1260.09,Two year,Bank transfer,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,0,3,No
CUST_002291,71,Other,France,29,95.21,2825.71,Month-to-month,Mailed check,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,2,4,Yes
CUST_002292,59,Female,USA,26,37.58,1014.45,Month-to-month,Credit card,Yes,No,No,No,No,Yes,No,No internet service,No,0,35,Yes
CUST_002293,46,Female,USA,21,60.46,1313.52,One year,Credit card,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,3,51,Yes
CUST_002294,32,Other,UK,35,78.79,2809.88,Month-to-month,Bank transfer,Yes,No,DSL,Yes,No internet service,Yes,No,No,No,0,23,Yes
CUST_002295,32,Male,UK,23,101.78,2397.97,Month-to-month,Electronic check,Yes,No,No,No,Yes,No,No,No,Yes,1,5,Yes
CUST_002296,52,Male,Canada,15,49.94,715.99,One year,Mailed check,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,2,12,Yes
CUST_002297,51,Female,USA,5,54.94,247.58,Two year,Electronic check,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,1,51,Yes
CUST_002298,66,Female,USA,27,45.2,1084.35,Month-to-month,Mailed check,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,1,21,No
CUST_002299,54,Male,France,12,61.98,817.06,Two year,Electronic check,Yes,Yes,No,No,No,Yes,No,No,No,1,17,Yes
CUST_002300,22,Other,USA,6,39.5,367.25,Two year,Bank transfer,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,2,32,Yes
CUST_002301,60,Other,USA,32,29.08,1105.04,One year,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,3,13,Yes
CUST_002302,30,Other,USA,23,71.47,1561.63,One year,Credit card,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,1,0,Yes
CUST_002303,39,Other,Germany,55,81.76,4324.66,Month-to-month,Electronic check,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,1,84,Yes
CUST_002304,48,Male,USA,3,36.52,147.2,Month-to-month,Bank transfer,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,2,37,Yes
CUST_002305,74,Female,Canada,20,48.14,847.19,Month-to-month,Credit card,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,1,95,Yes
CUST_002306,80,Female,UK,5,62.5,369.68,Month-to-month,Electronic check,No,No,No,No,No,Yes,No,No internet service,Yes,3,56,Yes
CUST_002307,54,Other,Canada,46,107.67,4732.23,Month-to-month,Credit card,Yes,Yes,No,No,Yes,No,No internet service,Yes,No internet service,2,14,Yes
CUST_002308,42,Male,UK,2,18.25,145.22,Month-to-month,Mailed check,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No internet service,0,14,Yes
CUST_002309,53,Male,USA,21,76.12,1613.94,One year,Credit card,Yes,No phone service,DSL,No internet service,Yes,No,No,No,Yes,2,4,Yes
CUST_002310,58,Other,USA,31,81.98,2349.29,One year,Credit card,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No,1,49,Yes
CUST_002311,40,Other,USA,8,47.2,407.98,Two year,Electronic check,No,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,1,29,Yes
CUST_002312,71,Other,UK,61,56.27,3441.92,Month-to-month,Credit card,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,1,8,No
CUST_002313,48,Female,USA,38,73.32,2838.63,Month-to-month,Electronic check,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,2,96,Yes
CUST_002314,52,Other,USA,6,64.26,465.76,Month-to-month,Electronic check,Yes,No,No,Yes,No,No,Yes,No,Yes,2,43,Yes
CUST_002315,54,Female,Germany,1,107.48,0.0,Month-to-month,Electronic check,Yes,No,No,Yes,Yes,No internet service,No,No,No internet service,2,64,Yes
CUST_002316,51,Male,USA,7,67.57,425.84,Two year,Electronic check,Yes,No,DSL,No,No,No internet service,No internet service,No,No,0,5,Yes
CUST_002317,57,Male,USA,6,86.53,510.28,Month-to-month,Bank transfer,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No,0,26,Yes
CUST_002318,35,Female,France,44,76.26,3325.75,Month-to-month,Mailed check,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,3,140,Yes
CUST_002319,36,Female,Canada,68,82.35,5564.9,Month-to-month,Credit card,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,1,12,Yes
CUST_002320,28,Female,USA,1,45.57,151.01,Month-to-month,Electronic check,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,3,15,Yes
CUST_002321,51,Female,USA,12,70.03,667.23,Month-to-month,Credit card,Yes,Yes,No,No internet service,No internet service,No,No,No,No,1,23,Yes
CUST_002322,56,Other,Australia,15,63.36,921.27,Month-to-month,Electronic check,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,0,1,Yes
CUST_002323,51,Male,USA,1,47.09,25.87,Month-to-month,Electronic check,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,1,7,Yes
CUST_002324,70,Other,Australia,9,88.13,782.19,Month-to-month,Bank transfer,No,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,4,11,Yes
CUST_002325,44,Female,USA,7,18.25,30.02,Month-to-month,Credit card,Yes,No,No,No,Yes,Yes,No,Yes,Yes,1,0,Yes
CUST_002326,55,Other,Canada,15,98.67,1694.28,Two year,Credit card,Yes,Yes,No,Yes,No,No,No,Yes,No,2,11,Yes
CUST_002327,28,Other,USA,21,18.25,481.11,Month-to-month,Mailed check,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No internet service,5,23,Yes
CUST_002328,39,Male,Canada,24,61.16,1688.92,Month-to-month,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,4,0,Yes
CUST_002329,55,Other,USA,2,88.53,241.09,Month-to-month,Electronic check,Yes,Yes,DSL,No,No,Yes,No,No,No,1,22,Yes
CUST_002330,57,Male,Germany,33,35.29,1240.81,Month-to-month,Mailed check,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,1,48,No
CUST_002331,40,Female,USA,22,75.59,1662.62,Month-to-month,Mailed check,Yes,No,Fiber optic,No,No,No,No,No internet service,No,2,4,Yes
CUST_002332,43,Other,USA,43,72.89,3290.6,Month-to-month,Mailed check,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,0,97,Yes
CUST_002333,22,Female,France,11,73.17,861.38,Month-to-month,Bank transfer,Yes,Yes,DSL,No,Yes,No,Yes,No,No,2,16,Yes
CUST_002334,39,Male,UK,44,56.28,2457.36,Month-to-month,Bank transfer,No,Yes,Fiber optic,Yes,No,No,No,No,No,1,17,Yes
CUST_002335,58,Female,Canada,40,53.37,2319.36,Two year,Bank transfer,Yes,Yes,No,No,Yes,Yes,No,No,Yes,0,21,No
CUST_002336,53,Female,UK,11,25.75,152.93,Two year,Electronic check,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,4,14,Yes
CUST_002337,52,Male,Canada,9,62.4,488.39,Month-to-month,Bank transfer,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,1,31,Yes
CUST_002338,45,Female,UK,54,87.94,5029.7,Month-to-month,Electronic check,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,1,5,Yes
CUST_002339,45,Female,Australia,25,53.6,1407.01,One year,Electronic check,No,No,DSL,No,No,No,No,No internet service,No,1,75,Yes
CUST_002340,35,Female,Australia,52,54.84,2588.59,Two year,Credit card,Yes,No,DSL,No,No,No,Yes,No,No internet service,0,60,No
CUST_002341,55,Other,USA,31,104.74,3348.88,Two year,Bank transfer,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1,31,Yes
CUST_002342,51,Female,Canada,18,60.91,994.12,Month-to-month,Credit card,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,1,46,No
CUST_002343,52,Male,France,2,73.8,90.18,Month-to-month,Electronic check,No,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,1,36,Yes
CUST_002344,37,Other,USA,6,78.39,725.45,One year,Credit card,Yes,Yes,DSL,No,No,No internet service,No,No,No,3,19,Yes
CUST_002345,18,Other,Germany,69,60.9,4367.39,Two year,Electronic check,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,0,5,No
CUST_002346,61,Male,USA,7,82.03,774.03,Month-to-month,Credit card,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,2,11,Yes
CUST_002347,37,Female,France,1,89.74,29.01,One year,Mailed check,No,No,Fiber optic,Yes,No,No,No,Yes,No,2,64,Yes
CUST_002348,32,Other,USA,24,87.59,2073.03,Month-to-month,Electronic check,Yes,No,Fiber optic,Yes,No,No,No,No,No,2,32,Yes
CUST_002349,55,Other,USA,26,90.38,2371.86,Month-to-month,Electronic check,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,5,60,Yes
CUST_002350,39,Other,UK,6,18.25,196.34,Month-to-month,Electronic check,Yes,Yes,No,No,No,No,No,No,No internet service,0,63,Yes
CUST_002351,60,Female,Germany,7,35.7,215.72,Month-to-month,Mailed check,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,0,22,Yes
CUST_002352,54,Other,Canada,12,52.14,813.49,One year,Credit card,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,1,17,Yes
CUST_002353,55,Male,Australia,1,45.1,94.22,One year,Electronic check,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,3,16,Yes
CUST_002354,24,Female,UK,31,47.0,1606.01,Two year,Bank transfer,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,0,17,No
CUST_002355,63,Male,USA,7,87.24,532.67,Month-to-month,Credit card,Yes,No,No,No,No,No,Yes,No,No,0,87,Yes
CUST_002356,48,Male,France,38,67.67,2529.68,Month-to-month,Bank transfer,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,1,4,Yes
CUST_002357,39,Other,Germany,32,61.58,1995.09,Month-to-month,Mailed check,Yes,Yes,DSL,Yes,Yes,No,No,No,No,0,4,Yes
CUST_002358,47,Other,UK,21,59.36,1200.67,Month-to-month,Credit card,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,1,14,Yes
CUST_002359,18,Other,USA,7,55.0,489.75,One year,Electronic check,Yes,Yes,DSL,No,No,No,No,No,No,0,48,Yes
CUST_002360,51,Male,UK,14,58.95,932.09,Month-to-month,Mailed check,Yes,Yes,No,No internet service,No,No,Yes,Yes,Yes,0,57,No
CUST_002361,29,Female,USA,11,99.69,1072.68,Month-to-month,Credit card,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,1,52,Yes
CUST_002362,24,Other,France,8,20.89,232.95,Month-to-month,Electronic check,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,0,26,Yes
CUST_002363,22,Other,UK,37,96.86,3788.05,Month-to-month,Bank transfer,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,1,58,Yes
CUST_002364,61,Male,Canada,13,118.75,1648.21,One year,Electronic check,Yes,No,DSL,Yes,No internet service,No,Yes,No,No,0,6,Yes
CUST_002365,35,Female,UK,35,96.67,3448.69,Month-to-month,Electronic check,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,1,27,Yes
CUST_002366,68,Male,USA,2,40.25,210.04,Two year,Electronic check,No,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,1,11,Yes
CUST_002367,36,Other,Canada,3,52.84,326.59,One year,Credit card,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No,0,9,Yes
CUST_002368,19,Male,Germany,72,90.83,6691.73,Month-to-month,Credit card,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,No,1,3,Yes
CUST_002369,28,Other,USA,17,58.78,992.12,Month-to-month,Electronic check,Yes,No,DSL,Yes,Yes,No,Yes,No,No internet service,1,13,Yes
CUST_002370,63,Female,Germany,14,52.35,823.12,One year,Electronic check,Yes,No,DSL,Yes,Yes,No,No,No,No,2,1,Yes
CUST_002371,42,Male,USA,14,62.48,844.85,Month-to-month,Mailed check,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,0,13,No
CUST_002372,36,Other,France,4,36.95,142.37,Two year,Bank transfer,Yes,Yes,DSL,No,Yes,No,No,No,No,4,19,Yes
CUST_002373,47,Other,UK,25,61.74,1591.51,Month-to-month,Credit card,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,2,13,Yes
CUST_002374,52,Other,France,1,34.84,0.0,Month-to-month,Credit card,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,2,44,Yes
CUST_002375,61,Other,USA,17,83.06,1448.92,Two year,Credit card,Yes,Yes,DSL,No,No,No,No,No,Yes,1,9,Yes
CUST_002376,66,Male,USA,16,43.89,633.12,One year,Bank transfer,Yes,No,DSL,Yes,No,Yes,No,Yes,No,3,2,Yes
CUST_002377,39,Other,Australia,49,66.29,3129.48,Month-to-month,Electronic check,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,Yes,1,6,Yes
CUST_002378,25,Male,France,14,53.89,833.94,Month-to-month,Electronic check,Yes,Yes,DSL,No,No,No,No,No,No internet service,2,51,Yes
CUST_002379,38,Other,USA,2,74.55,123.02,Month-to-month,Bank transfer,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,3,30,Yes
CUST_002380,48,Male,USA,17,85.56,1476.49,One year,Bank transfer,Yes,No,DSL,No,No,Yes,No,Yes,Yes,1,25,Yes
CUST_002381,30,Male,USA,1,72.16,48.52,Month-to-month,Credit card,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,0,23,Yes
CUST_002382,30,Other,Germany,4,47.49,128.3,Month-to-month,Electronic check,Yes,Yes,No,No,No,No,Yes,Yes,No,4,41,Yes
CUST_002383,50,Other,France,1,50.92,62.68,Two year,Electronic check,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,1,6,Yes
CUST_002384,44,Other,France,14,118.75,1526.28,Month-to-month,Mailed check,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,3,7,Yes
CUST_002385,45,Other,UK,1,88.71,79.09,Month-to-month,Credit card,Yes,No,DSL,No,No,Yes,Yes,Yes,No,1,4,Yes
CUST_002386,33,Female,France,12,60.05,918.72,One year,Credit card,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,4,12,Yes
CUST_002387,41,Other,UK,54,50.65,2614.94,Month-to-month,Electronic check,Yes,Yes,No,No,No,No,No,Yes,No,2,9,Yes
CUST_002388,31,Other,USA,25,29.03,868.28,Month-to-month,Credit card,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,1,74,Yes
CUST_002389,58,Other,Germany,1,93.21,301.89,Month-to-month,Mailed check,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,1,0,Yes
